Version,type,order,code,key,category,question,guidance,no-guidance,yes-guidance,offering,service-name,analyst-reason,analyst-followup,compliant-answer,qualitative,highrisk,weight,cis,hippa,iso27002,nistcsf,800-171,800-53,trusted-ci,pci-321
3.02,-FULL-,210,HIPA-10,3.02-FULL-HIPA-10,HIPAA,Does your application lock-out an account after a number of failed login attempts? ,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,211,HIPA-11,3.02-FULL-HIPA-11,HIPAA,Does your application automatically lock or log-out an account after a period of inactivity?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,No,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,212,HIPA-12,3.02-FULL-HIPA-12,HIPAA,"Are passwords visible in plain text, whether when stored or entered, including service level accounts (i.e. database accounts, etc.)?",Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,213,HIPA-13,3.02-FULL-HIPA-13,HIPAA,"If the application is institution-hosted, can all service level and administrative account passwords be changed by the institution?",Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,214,HIPA-14,3.02-FULL-HIPA-14,HIPAA,Does your application provide the ability to define user access levels?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,215,HIPA-15,3.02-FULL-HIPA-15,HIPAA,Does your application support varying levels of access to administrative tasks defined individually per user?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,216,HIPA-16,3.02-FULL-HIPA-16,HIPAA,Does your application support varying levels of access to records based on user ID?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,No,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,217,HIPA-17,3.02-FULL-HIPA-17,HIPAA,Is there a limit to the number of groups a user can be assigned?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,218,HIPA-18,3.02-FULL-HIPA-18,HIPAA,Do accounts used for vendor supplied remote support abide by the same authentication policies and access logging as the rest of the system?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,219,HIPA-19,3.02-FULL-HIPA-19,HIPAA,"Does the application log record access including specific user, date/time of access, and originating IP or device? ",Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,220,HIPA-20,3.02-FULL-HIPA-20,HIPAA,"Does the application log administrative activity, such user account access changes and password changes, including specific user, date/time of changes, and originating IP or device?",Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,221,HIPA-21,3.02-FULL-HIPA-21,HIPAA,How long does the application keep access/change logs?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,222,HIPA-22,3.02-FULL-HIPA-22,HIPAA,Can the application logs be archived? ,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,223,HIPA-23,3.02-FULL-HIPA-23,HIPAA,Can the application logs be saved externally? ,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,224,HIPA-24,3.02-FULL-HIPA-24,HIPAA,Does your data backup and retention policies and practices meet HIPAA requirements?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,15,-,-,-,-,-,-,-,-
3.02,-FULL-,225,HIPA-25,3.02-FULL-HIPA-25,HIPAA,Do you have a disaster recovery plan and emergency mode operation plan?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,226,HIPA-26,3.02-FULL-HIPA-26,HIPAA,Have the policies/plans mentioned above been tested?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,227,HIPA-27,3.02-FULL-HIPA-27,HIPAA,Can you provide a HIPAA compliance attestation document?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,228,HIPA-28,3.02-FULL-HIPA-28,HIPAA,Are you willing to enter into a Business Associate Agreement (BAA)?,Refer to HIPAA regulations documentation for supplemental guidance in this section.,0,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,229,HIPA-29,3.02-FULL-HIPA-29,HIPAA,Have you entered into a BAA with all subcontractors who may have access to protected health information (PHI)?,Refer to HIPAA regulations documentation for supplemental guidance in this section., ,0,,,0,0,Yes,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,230,PCID-01,3.02-FULL-PCID-01,PCI DSS,"Do your systems or products store, process, or transmit cardholder (payment/credit/debt card) data?",Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,231,PCID-02,3.02-FULL-PCID-02,PCI DSS,Are you compliant with the Payment Card Industry Data Security Standard (PCI DSS)?,Refer to PCI DSS Security Standards for supplemental guidance in this section,  ,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,232,PCID-03,3.02-FULL-PCID-03,PCI DSS,"Do you have a current, executed within the past year, Attestation of Compliance (AoC) or Report on Compliance (RoC)?",Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,233,PCID-04,3.02-FULL-PCID-04,PCI DSS,Are you classified as a service provider?,Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,234,PCID-05,3.02-FULL-PCID-05,PCI DSS,Are you on the list of VISA approved service providers? ,Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,235,PCID-06,3.02-FULL-PCID-06,PCI DSS,"Are you classified as a merchant?  If so, what level (1, 2, 3, 4)?",Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,236,PCID-07,3.02-FULL-PCID-07,PCI DSS,Describe the architecture employed by the system to verify and authorize credit card transactions.,Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,10,-,-,-,-,-,-,-,-
3.02,-FULL-,237,PCID-08,3.02-FULL-PCID-08,PCI DSS,What payment processors/gateways does the system support? ,Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,10,-,-,-,-,-,-,-,-
3.02,-FULL-,238,PCID-09,3.02-FULL-PCID-09,PCI DSS,Can the application be installed in a PCI DSS compliant manner ?,Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,10,-,-,-,-,-,-,-,-
3.02,-FULL-,239,PCID-10,3.02-FULL-PCID-10,PCI DSS,Is the application listed as an approved PA-DSS application? ,Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,No,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,240,PCID-11,3.02-FULL-PCID-11,PCI DSS,"Does the system or products use a third party to collect, store, process, or transmit cardholder (payment/credit/debt card) data?",Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,No,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,241,PCID-12,3.02-FULL-PCID-12,PCI DSS,Include documentation describing the systems' abilities to comply with the PCI DSS and any features or capabilities of the system that must be added or changed in order to operate in compliance with the standards. ,Refer to PCI DSS Security Standards for supplemental guidance in this section, ,0,,,0,0,Yes,,FALSE,15,-,-,-,-,-,-,-,-
3.02,-LITE-,1,COMP-01,3.02-LITE-COMP-01,Company,"Describe your organization’s business background and ownership structure, including all parent and subsidiary relationships.",Include circumstances that may involve off-shoring or multi-national agreements, , ,,,"Defining scale of company (support, resources, skillsets), General information about the organization that may be concerning.","Follow-up responses to this one are normally unique to their response. Vague answers here usually result in some footprinting of a vendor to determine their ""reputation"".",Yes,,FALSE,5,,,,,,,"1: Mission Focus, 2: Stakeholders and obligations",
3.02,-LITE-,2,COMP-02,3.02-LITE-COMP-02,Company,Have you had an unplanned disruption to this product/service in the last 12 months?, ,,Provide a detailed summary of the unplanned disruption.,,,"We want transparency from the vendor and an honest answer to this question, regardless of the response, is a good step in building trust.","If a vendor says ""No"", it is taken at face value. If your organization is capable of conducting reconnaissance, it is encouraged. If a vendor has experienced a breach, evaluate the circumstance of the incident and what the vendor has done in response to the breach.",Yes,,FALSE,20,,,,,,,10: Evaluation and Refinement,
3.02,-LITE-,3,COMP-03,3.02-LITE-COMP-03,Company,Do you have a dedicated Information Security staff or office?, ,Describe any plans to create an Information Security Office for your organization.,"Describe your Information Security Office, including size, talents, resources, etc.",,,"Understanding the security program size (and capabilities) of a vendor has a significant impact on their ability to respond effectively to a security incident. The size of a vendor will determine their SO size, or lack thereof. Use the knowledge of this response when evaluating other vendor statements.","Vague responses to this question should be investigated further. Vendors without dedicated security personnel commonly have no security or security is embedded or dual-homed within operations (administrators). Ask about separation of duties, principle of least privilege, etc. - there are many ways to get additional program state information from the vendor.",Yes,,FALSE,10,,,15.2.1,,,,"7: Cybersecurity Lead, 13: Personnel",
3.02,-LITE-,4,COMP-04,3.02-LITE-COMP-04,Company,"Do you have a dedicated Software and System Development team(s)? (e.g. Customer Support, Implementation, Product Management, etc.)", ,Describe any plans to create a dedicated Software and System Development team.,"Describe the structure and size of your Software and System Development teams. (e.g. Customer Support, Implementation, Product Management, etc.)",,,"Understanding the development team size (and capabilities) of a vendor has a significant impact on their ability to produce and maintain code, adhering to secure coding best practices. The size of a vendor will determine their use of dedicated development teams, or lack thereof. Use the knowledge of this response when evaluating other vendor statements.",Follow-up inquiries for vendor team strategies will be unique to your institution and may depend on the underlying infrastructures needed to support a system for your specific use case.,Yes,,FALSE,15,,,15.2.2,,,,,
3.02,-LITE-,5,COMP-05,3.02-LITE-COMP-05,Company,Does your product process protected health information (PHI) or any data covered by the Health Insurance Portability and Accountability Act?, ,,"You should be completing the Full HECVAT, not the Lite",,,Responses to this question may indicate the presence of PHI data in the vended product.,"Determine if the HECVAT Lite is appropriate for assessing products hosting and/or interacting with PHI. HECVAT Full may be more appropriate, depending on your risk tolerance and use case.",No,,TRUE,40,,,15.2.1,,,,2: Stakeholders and Obligations,
3.02,-LITE-,6,COMP-06,3.02-LITE-COMP-06,Company,Will data regulated by PCI DSS reside in the vended product?, ,,"You should be completing the Full HECVAT, not the Lite",,,Responses to this question may indicate the presence of PCI DSS regulated data in the vended product.,"Determine if the HECVAT Lite is appropriate for assessing products hosting and/or interacting with PCI DSS regulated data. HECVAT Full may be more appropriate, depending on your risk tolerance and use case.",No,,TRUE,40,,,14.2.1,,,,2: Stakeholders and Obligations,
3.02,-LITE-,7,COMP-07,3.02-LITE-COMP-07,Company,Use this area to share information about your environment that will assist those who are assessing your company data security program.,Share any details that would help information security analysts assess your product., , ,,,"For the 20% that HECVAT may not cover, this gives the vendor a chance to support their other responses. Beware when this area is populated with sales hype or other non-relevant information. Thorough documentation, supporting evidence, and/or robust responses go a long way in building trust in this assessment process.","This is a freebie to help the vendor state their ""case"". If a vendor does not add anything here (or it is just sales stuff), we can assume it was filled out by a sales engineer and questions will be evaluated with higher scrutiny.",Yes,qual,FALSE,5,,,15.2.1,,,,,PCI-DSS SAQs - part 2
3.02,-LITE-,8,DOCU-01,3.02-LITE-DOCU-01,Documentation,Have you undergone a SSAE 18 / SOC 2 audit?, ,Describe any plans to undergo a SSAE 18 audit.,"Provide the date of assessment and include a SOC 2 Type 2 (preferred) or SOC 3 report. If you have a SOC2 or SOC3 report, state how to obtain a copy. Indicate if your hosting provider was the subject of the audit.",,,"Standard documentation, relevant to institutions requiring a vendor to undergo SSAE 18 audits.",Follow-up inquiries for SSAE 18 content will be institution/implementation specific.,Yes,,FALSE,15,,,15.2.1,,,SA-9,10: Evaluation & Refinement,
3.02,-LITE-,9,DOCU-02,3.02-LITE-DOCU-02,Documentation,Have you completed the Cloud Security Alliance (CSA) CAIQ?, ,Describe any plans to complete the CSA CAIQ.,Please include a copy with your response and include a URL for the published assessment.,,,"Many vendors have populated a CAIQ or at least a self-assessment. Although lacking in some areas important to Higher Ed, these documents are useful for supplemental assessment.",Follow-up inquiries for CSA content will be institution/implementation specific.,Yes,,FALSE,10,,,15.2.1,,,"PE-2, PE-3, PE-5, PE-11, PE-13, PE-14, SA-9","10: Evaluation & Refinement, 14 external resources",
3.02,-LITE-,10,DOCU-03,3.02-LITE-DOCU-03,Documentation,Have you received the Cloud Security Alliance STAR certification?, ,Describe any plans to obtain CSA STAR certification.,"Provide date of certification, any supporting documentation, and a URL for the certification.",,,"If a vendor is STAR certified, vendor responses can theoretically be more trusted since CSA has verified their responses. Trust, but verify for yourself, as needed.",If STAR certification is important to your institution you may have specific follow-up details for documentation purposes.,Yes,,FALSE,15,,,15.2.1,,,"PE-2, PE-3, PE-5, PE-11, PE-13, PE-14, SA-9",10: Evaluation & Refinement,
3.02,-LITE-,11,DOCU-04,3.02-LITE-DOCU-04,Documentation,"Do you conform with a specific industry standard security framework? (e.g. NIST Cybersecurity Framework, CIS Controls, ISO 27001, etc.)", ,Describe any plans to conform to an industry standard security framework.,"Provide documentation on how your organization conforms to your chosen framework and indicate current certification levels, where appropriate.",,,"The details of the standard are not the focus here, it is the fact that a vendor builds their environment around a standard and that they continually evaluate and assess their security programs.","In an ideal world, a vendor will conform to an industry framework that is adopted by an institution. When this synergy does not exist, the interpretation of the vendor's responses must be interpreted in the context of the institution's environment. Follow-up inquires for industry frameworks (and levels of adoption) will be institution/implementation specific.",Yes,,TRUE,25,,,18.1.1,,,SA-9,15: Baseline Control Set,
3.02,-LITE-,12,DOCU-05,3.02-LITE-DOCU-05,Documentation,Can the systems that hold the institution's data be compliant with NIST SP 800-171 and/or CMMC Level 3 standards?, A HECVAT Full is recommended if this level full NIST SP 800-171 compliance is required for the application,Describe any plans to provide NIST SP 800-171 or CMMC Level 3 services.,"Indicate level, Supplier Performance Risk System ('SPRS') Score or certification information.",,,"For institutions that collaborate with the United States government, FISMA compliance may be required.",Follow-up inquiries for FISMA compliance will be institution/implementation specific.,Yes,,FALSE,10,,,18.1.1,,,SA-9,2: Stakeholders and Obligations,
3.02,-LITE-,13,DOCU-06,3.02-LITE-DOCU-06,Documentation,Can you provide overall system and/or application architecture diagrams including a full description of the data flow for all components of the system?, ,Provide a detailed summary of overall system and/or application architecture.,Provide your diagrams (or a valid link to it) upon submission.,,,"Many systems can be used a variety of ways. We want these implementation type diagrams so that we can understand the ""real"" use of the product.","Additional requests for documentation are made when other parts of the HECVAT are insufficient. Although helpful, many vendors do not provide supporting documentation. We try to be specific with our follow-up questions so that vendors understand we are not looking for 20-50 page whitepapers (sales documentation).",Yes,,TRUE,25,,§164.308(a)(1)(i),18.1.4,ID.GV-3,,SA-9,3: Information Assets,1.1.2
3.02,-LITE-,14,DOCU-07,3.02-LITE-DOCU-07,Documentation,Does your organization have a data privacy policy?, ,Describe your plans to create a data privacy policy.,Provide your data privacy document (or a valid link to it) upon submission.,,,"Managing and protecting institution data is the reason organizations perform security and risk assessments. Privacy policies outline how vendors will obtain, use, share, and protect institutional data and as such, should be robust in its language. Beware of vaguely worded privacy policies.",Inquire about any privacy language the vendor may have. It may not be ideal but there may be something available to assess or enough to have your legal counsel or policy/privacy professionals review.,Yes,,FALSE,20,,,,,,,9: Policy,12.6
3.02,-LITE-,15,DOCU-08,3.02-LITE-DOCU-08,Documentation,"Do you have a documented, and currently implemented, employee onboarding and offboarding policy?", ,Briefly summarize your response.,Provide a reference to your employee onboarding and offboarding policy and supporting documentation or submit it along with this fully-populated HECVAT.,,,Managing and protecting a vendor's assets through appropriate human resource management is of the upmost importance. Knowing how roles and access controls are implemented (directed by policy) within a vendor's infrastructure during the onboarding and offboarding processes are indicative of how access control is regarded in other areas on the provider (vendor).,"Unsatisfactory answers should be met with questions about access control authority, roles and responsibilities (of access grantors), administrative privileges within the vendor's infrastructure(s), etc.",Yes,,FALSE,10,,,,,,,9: Policy,8.1
3.02,-LITE-,16,DOCU-09,3.02-LITE-DOCU-09,Documentation,Do you have a well documented Business Continuity Plan (BCP) that is tested annually?, ,Briefly summarize your response.,Provide a reference to your BCP and supporting documentation or submit it along with this fully-populated HECVAT.,,,It is expected that a vendor will maintain an accurate BCP and for it to be tested at a regular interval. Any variance to this should be clearly explained. A vendor's response to this question can reveal the value that they place on testing their BCP (and possibly other aspects of their programs).,"If the vendor does not have a BCP, point them to https://www.sans.org/reading-room/whitepapers/recovery/business-continuity-planning-concept-operations-1653",Yes,,FALSE,10,,,,,,3.6.1,"6: Risk Acceptance, 9: Policy, 10: Evaluation & Refinement",12.10.1
3.02,-LITE-,17,DOCU-10,3.02-LITE-DOCU-10,Documentation,Do you have a well documented Disaster Recovery Plan (DRP) that is tested annually?, ,Briefly summarize your response.,Provide a reference to your DRP and supporting documentation or submit it along with this fully-populated HECVAT.,,,"It is expected that a vendor will maintain an accurate DRP and for it to be tested at a regular interval. Testing a DRP is an important action that improves the efficiency and accuracy of a vendor's recovery plans. Vague responses to this question should be met with concern and appropriate follow-up, based on your institutions risk tolerance.","If the vendor does not have a DRP, point them to https://www.sans.org/reading-room/whitepapers/recovery/disaster-recovery-plan-1164",Yes,,FALSE,10,,,,,,,"6: Risk Acceptance, 9: Policy, 10: Evaluation & Refinement",12.10.1
3.02,-LITE-,18,DOCU-11,3.02-LITE-DOCU-11,Documentation,Do you have a documented change management process?, ,Briefly summarize your response.,Summarize your current change management process.,,,The lack of a change management function is indicative of immature program processes. Answers to this question can provide insight into how well their responses (on the HECVAT) represent their actual environment(s).,"If a weak response is given to this answer, response scrutiny should be increased. Questions about configuration management, system authority, and documentation are appropriate.",Yes,,TRUE,25,,,,,3.4.3,,10: Evaluation and Refinement,6.3.2 & 6.4.6
3.02,-LITE-,19,DOCU-12,3.02-LITE-DOCU-12,IT Accessibility,Has a VPAT or ACR been created or updated for the product and version under consideration within the past year?,"If your answer is 'I do not know', select 'No'. If the VPATs/ACR is for an older version of the product or has not been updated, its information does not accurately reflect accessibility of the product under consideration.",Please state your plans (when and by whom) to complete a VPAT.,State the date the VPAT was completed. Include this VPAT in your submission and/or link to its web location.,,,"VPATs (Voluntary Product Accessibility Template) / ACRs (Accessibility Conformance Report, a completed VPAT) are standard accessibility reporting formats from the ITIC <https://www.itic.org/policy/accessibility/vpat>. They can be self-assessments from a vendor, though higher confidence is given if completed by expert third parties. It is important to confirm the version of the product tested and reported on for the VPAT matches the one under consideration.",Cross-reference Accessibility Conformance Reports (ACR) with any answers from ITAC-04 about product roadmaps for accessibility improvements.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,20,DOCU-13,3.02-LITE-DOCU-13,IT Accessibility,Do you have documentation to support the accessibility features of your product?, ,"Provide plans for any documentation that would make accessible content, features and functions easily knowable by end users.",Provide examples with links where possible.,,,"Has the vendor documented any additional information needed by users in order to create accessible products with the tool or platform? Are there tutorials, if needed, on how assistive technology users can best use the product (platforms tested and works best, shortcuts) etc.? In other words, are they taking care of the end users? Accessibility is more than completing checklists.","If specific configurations, settings, themes, author guides or instructions are needed to ensure accessibility, are instructions on how to do so provided for administrators and end users?",Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,21,ITAC-01,3.02-LITE-ITAC-01,IT Accessibility,Has a third party expert conducted an accessibility audit of the most recent version of your product?, ,"Please provide plans (when and by whom) any audit is planned, if any or rationale if not.",State when the audit was conducted and by whom? Include the results in your submission and/or link to its web location.,,,"Many vendors rely on their internal product knowledge and history to complete accessibility self-assessments of their own product rather than utilizing up-to-date, validated testing. Use of an expert, external specialist provides a more robust assessment of the product.",One of the most common outcomes of such an audit includes VPAT/ACR referenced in DOCU-12. If a vendor is unfamiliar with the VPAT <https://itic.org/policy/accessibility/vpat> they may learn more at <https://www.section508.gov/sell/vpat>.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,22,ITAC-02,3.02-LITE-ITAC-02,IT Accessibility,Do you have a documented and implemented process for verifying accessibility conformance?, ,Summarize how you ensure accessible products. Provide plans to develop documented processes to validate accessibility.,Describe your processes and methodologies for validating accessibility conformance.,,,"A combination of most responses to Q-03 would be ideal and a sign of a mature accessibility program. The goal of accessibility is ultimately usability by persons with disabilities, and so successful testing among that population indicates greater access. Expert staff and automated testing are important, but automated tools can only detect ~25% of issues so must be supplemented with additional methodologies. The use of overlays or plugins to help products ‘automatically conform’ with accessibility guidelines are presently inadequate and should impact scores negatively.",Follow-up inquiries for IT Accessibility content will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,23,ITAC-03,3.02-LITE-ITAC-03,IT Accessibility,Have you adopted a technical or legal accessibility standard of conformance for the product in question?, ,Summarize your decision to not adopt a technical or legal standard of conformance for the product in question.,Indicate which primary standards and comment upon any additional standards the product meets.,,,"The Web Content Accessibility Guidelines (WCAG) <https://www.w3.org/WAI/standards-guidelines/wcag> from the W3C are widely accepted measures of accessibility conformance. WCAG AA conformance is the most common level of accessibility adoption, with preference given to the most recently released version: 2.1 (released 2018) or 2.0 (released 2008). Additionally, some federal or local requirements may incorporate or supplement the technical standards--including Section 508 <https://www.section508.gov/manage/laws-and-policies> of the Rehabilitation Act (U.S), EN 301 549 <https://ec.europa.eu/eip/ageing/standards/ict-and-communication/accessibility-and-design-for-all_en.html> (E.U.) etc.","If a vendor is unfamiliar with either, they may be directed to learn more about technical <https://www.w3.org/WAI/> or governmental <https://www.section508.gov/> standards for accessibility. ",Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,24,ITAC-04,3.02-LITE-ITAC-04,IT Accessibility,"Can you provide a current, detailed accessibility roadmap with delivery timelines?", ,Please provide any plans to develop and share an accessibility product roadmap in the future.,Comment upon how far into the future the roadmap extends. Provide evidence (including links) of having delivered upon the accessibility roadmap in the past.,,,"If products do not fully conform to accessibility standards, it is important that vendors have a roadmap specifying how they will work to achieve it. A roadmap with delivery timelines is best supported by evidence of prior delivery on such timelines. Analysts can better predict time to conformance and institutions can plan accordingly.",Follow-up inquiries for IT Accessibility content will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,25,ITAC-05,3.02-LITE-ITAC-05,IT Accessibility,Do you expect your staff to maintain a current skill set in IT accessibility?, ,Describe any plans to ensure appropriate and ongoing staff knowledge about accessibility.,"Provide any further relevant information about how expertise is maintained; include any accessibility certifications staff may hold (e.g., IAAP WAS <https://www.accessibilityassociation.org/certifications> or DHS Trusted Tester <https://section508.gov/test/trusted-tester>.",,,"Having accessibility expertise within the staff supports the proactive development of accessible products. If staff lack sufficient accessibility expertise, then accessibility improvements may only be the result of the vendor reacting to issues or reports of access barriers submitted by clients of the vendor.",Follow-up inquiries for IT Accessibility content will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,26,ITAC-06,3.02-LITE-ITAC-06,IT Accessibility,Do you have a documented and implemented process for reporting and tracking accessibility issues?, ,State how users should report accessibility issues. Describe any expected related process updates.,Describe the process and any recent examples of fixes as a result of the process.,,,"Tracking and addressing technical issues is a natural part of any web or software product. Critical accessibility issues can cause a product to become unusable. Vendors should have a process to intake, triage and address accessibility issue reports. Vendors that treat accessibility as ‘feature requests’ for future versions of a product or as non-tracked bug reports (i.e. bug reports lacking accessibility tags) should score lower.",Follow-up inquiries for IT Accessibility content will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,27,ITAC-07,3.02-LITE-ITAC-07,IT Accessibility,Do you have documented processes and procedures for implementing accessibility into your development lifecycle?, ,Describe any plans to update processes and procedures to better incorporate accessibility.,Provide further details or multiple means in Additional Information.,,,"This question is designed to understand how accessibility is included in new versions and features of products, particularly with vendors that implement Agile or similar methodologies where software is updated frequently and continuously.
",Follow-up inquiries for IT Accessibility content will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,28,ITAC-08,3.02-LITE-ITAC-08,IT Accessibility,Can all functions of the application or service be performed using only the keyboard?, ,"Indicate a plan to test the product, develop a roadmap for keyboard accessibility or any further context.",State when and on which platform this was verified.,,,One critical accessibility requirement is the full use of a product using only the keyboard--no mouse or trackpad. This requirement is easy for a non-technical or non-accessibility expert to understand and verify.,Follow-up inquiries for IT Accessibility content will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,,
3.02,-LITE-,29,ITAC-09,3.02-LITE-ITAC-09,IT Accessibility,"Does your product rely on activating a special ‘accessibility mode,’ a ‘lite version’ or accessing an alternate interface for accessibility purposes?", ,,Describe any feature differences between standard and accessible modes along with any timelines or plans to merge products into a universally designed platform.,,,"Separate accessibility modes or interfaces are indicative of a product design creating an attempted ‘separate but equal’ environment for disabled users. In practice, separate modes or interfaces for accessibility almost never have feature parity and typically get new features less frequently and after the primary version. They therefore provide unequal experiences for disabled users compared with their non-disabled peers. Interfaces, overlays or extensions that create a separate experience or mimic such an environment should be avoided.",Follow-up inquiries for IT Accessibility content will be institution/implementation specific.,No,,FALSE,20,,,,,,,,
3.02,-LITE-,30,HLAP-01,3.02-LITE-HLAP-01,Application/Service Security,"Are access controls for institutional accounts based on structured rules, such as role-based access control (RBAC), attribute-based access control (ABAC) or policy-based access control (PBAC)?","This includes end-users, administrators, service accounts, etc. PBAC would include various dynamic controls such as conditional access, risk-based access, location-based access, or system activity based access.",Describe any limitations that prevent support for RBAC for Institutional accounts.,Describe available roles.,,,"Understanding access control capabilities allows an institution to estimate the type of maintenance efforts will be involved to manage a system. Depending on the users, concerns may or not be elevated. The value of this question is largely determined by the deployment strategy and use case of the software/product/service under review. This question is specific to end-users.",Ask the vendor to summarize the best practices to restrict/control the access given to the institution's end-users without the use of RBAC. Make sure to understand the administrative requirements/overhead introduced in the vendor's environment.,Yes,,TRUE,25,CSC 14,,9.2.2,PR.AC-4,"3.1.1, 3.1.2, 3.1.7","AC-2, AC-3, AC-6","4: Asset Classification, 8: Comprehensive Application, 15: Baseline Control Set",7.1 & 7.1.1
